new_index,orig_subset,orig_index,trajectory_id
1552,wikimqa,59,gpt-5-nano_wikimqa_task117_1
1553,wikimqa,60,gpt-5-nano_wikimqa_task117_2
1554,wikimqa,61,gpt-5-nano_wikimqa_task117_3
1555,wikimqa,62,gpt-5-nano_wikimqa_task118_2
1556,wikimqa,63,gpt-5-nano_wikimqa_task118_3
1557,wikimqa,64,gpt-5-nano_wikimqa_task119_1
1558,wikimqa,65,gpt-5-nano_wikimqa_task119_3
1559,wikimqa,66,gpt-5-nano_wikimqa_task11_1
1560,wikimqa,67,gpt-5-nano_wikimqa_task11_2
1561,wikimqa,68,gpt-5-nano_wikimqa_task121_3
1562,wikimqa,69,gpt-5-nano_wikimqa_task122_2
1563,wikimqa,70,gpt-5-nano_wikimqa_task122_3
1564,wikimqa,71,gpt-5-nano_wikimqa_task123_1
1565,wikimqa,72,gpt-5-nano_wikimqa_task123_2
1566,wikimqa,73,gpt-5-nano_wikimqa_task123_3
1567,wikimqa,74,gpt-5-nano_wikimqa_task124_1
1568,wikimqa,75,gpt-5-nano_wikimqa_task124_3
1569,wikimqa,76,gpt-5-nano_wikimqa_task125_1
1570,wikimqa,77,gpt-5-nano_wikimqa_task125_2
1571,wikimqa,78,gpt-5-nano_wikimqa_task125_3
1572,wikimqa,79,gpt-5-nano_wikimqa_task126_1
1573,wikimqa,80,gpt-5-nano_wikimqa_task126_2
1574,wikimqa,81,gpt-5-nano_wikimqa_task126_3
1575,wikimqa,82,gpt-5-nano_wikimqa_task127_1
1576,wikimqa,83,gpt-5-nano_wikimqa_task127_3
1577,wikimqa,84,gpt-5-nano_wikimqa_task128_1
1578,wikimqa,85,gpt-5-nano_wikimqa_task128_3
1579,wikimqa,86,gpt-5-nano_wikimqa_task129_1
1580,wikimqa,87,gpt-5-nano_wikimqa_task12_1
1581,wikimqa,88,gpt-5-nano_wikimqa_task12_3
1582,wikimqa,89,gpt-5-nano_wikimqa_task130_2
1583,wikimqa,90,gpt-5-nano_wikimqa_task131_1
1584,wikimqa,91,gpt-5-nano_wikimqa_task131_2
1585,wikimqa,92,gpt-5-nano_wikimqa_task132_2
1586,wikimqa,93,gpt-5-nano_wikimqa_task132_3
1587,wikimqa,94,gpt-5-nano_wikimqa_task134_2
1588,wikimqa,95,gpt-5-nano_wikimqa_task134_3
1589,wikimqa,96,gpt-5-nano_wikimqa_task135_2
1590,wikimqa,97,gpt-5-nano_wikimqa_task136_2
1591,wikimqa,98,gpt-5-nano_wikimqa_task138_2
1592,wikimqa,99,gpt-5-nano_wikimqa_task138_3
1593,wikimqa,100,gpt-5-nano_wikimqa_task139_1
1594,wikimqa,101,gpt-5-nano_wikimqa_task139_3
1595,wikimqa,102,gpt-5-nano_wikimqa_task13_1
1596,wikimqa,103,gpt-5-nano_wikimqa_task13_2
1597,wikimqa,104,gpt-5-nano_wikimqa_task13_3
1598,wikimqa,105,gpt-5-nano_wikimqa_task142_1
1599,wikimqa,106,gpt-5-nano_wikimqa_task142_2
1600,wikimqa,107,gpt-5-nano_wikimqa_task142_3
1601,wikimqa,108,gpt-5-nano_wikimqa_task143_1
1602,wikimqa,109,gpt-5-nano_wikimqa_task143_2
1603,wikimqa,110,gpt-5-nano_wikimqa_task143_3
1604,wikimqa,111,gpt-5-nano_wikimqa_task145_1
1605,wikimqa,112,gpt-5-nano_wikimqa_task145_2
1606,wikimqa,113,gpt-5-nano_wikimqa_task145_3
1607,wikimqa,114,gpt-5-nano_wikimqa_task146_2
1608,wikimqa,115,gpt-5-nano_wikimqa_task146_3
1609,wikimqa,116,gpt-5-nano_wikimqa_task147_2
1610,wikimqa,117,gpt-5-nano_wikimqa_task148_1
1611,wikimqa,118,gpt-5-nano_wikimqa_task148_3
1612,wikimqa,119,gpt-5-nano_wikimqa_task149_2
1613,wikimqa,120,gpt-5-nano_wikimqa_task149_3
1614,wikimqa,121,gpt-5-nano_wikimqa_task150_1
1615,wikimqa,122,gpt-5-nano_wikimqa_task150_3
1616,wikimqa,123,gpt-5-nano_wikimqa_task151_1
1617,wikimqa,124,gpt-5-nano_wikimqa_task151_2
1618,wikimqa,125,gpt-5-nano_wikimqa_task152_2
1619,wikimqa,126,gpt-5-nano_wikimqa_task153_2
1620,wikimqa,127,gpt-5-nano_wikimqa_task154_1
1621,wikimqa,128,gpt-5-nano_wikimqa_task154_2
1622,wikimqa,129,gpt-5-nano_wikimqa_task155_1
1623,wikimqa,130,gpt-5-nano_wikimqa_task155_2
1624,wikimqa,131,gpt-5-nano_wikimqa_task156_1
1625,wikimqa,132,gpt-5-nano_wikimqa_task157_2
1626,wikimqa,133,gpt-5-nano_wikimqa_task157_3
1627,wikimqa,134,gpt-5-nano_wikimqa_task158_1
1628,wikimqa,135,gpt-5-nano_wikimqa_task159_3
1629,wikimqa,136,gpt-5-nano_wikimqa_task15_1
1630,wikimqa,137,gpt-5-nano_wikimqa_task15_3
1631,wikimqa,138,gpt-5-nano_wikimqa_task160_3
1632,wikimqa,139,gpt-5-nano_wikimqa_task161_2
1633,wikimqa,140,gpt-5-nano_wikimqa_task163_3
1634,wikimqa,141,gpt-5-nano_wikimqa_task164_1
1635,wikimqa,142,gpt-5-nano_wikimqa_task164_3
1636,wikimqa,143,gpt-5-nano_wikimqa_task165_1
1637,wikimqa,144,gpt-5-nano_wikimqa_task165_3
1638,wikimqa,145,gpt-5-nano_wikimqa_task166_1
1639,wikimqa,146,gpt-5-nano_wikimqa_task166_2
1640,wikimqa,147,gpt-5-nano_wikimqa_task167_1
1641,wikimqa,148,gpt-5-nano_wikimqa_task167_2
1642,wikimqa,149,gpt-5-nano_wikimqa_task169_1
1643,wikimqa,150,gpt-5-nano_wikimqa_task16_1
1644,wikimqa,151,gpt-5-nano_wikimqa_task16_2
1645,wikimqa,152,gpt-5-nano_wikimqa_task170_1
1646,wikimqa,153,gpt-5-nano_wikimqa_task170_3
1647,wikimqa,154,gpt-5-nano_wikimqa_task174_2
1648,wikimqa,155,gpt-5-nano_wikimqa_task174_3
1649,wikimqa,156,gpt-5-nano_wikimqa_task175_1
1650,wikimqa,157,gpt-5-nano_wikimqa_task175_2
1651,wikimqa,158,gpt-5-nano_wikimqa_task175_3
1652,wikimqa,159,gpt-5-nano_wikimqa_task176_1
1653,wikimqa,160,gpt-5-nano_wikimqa_task176_2
1654,wikimqa,161,gpt-5-nano_wikimqa_task176_3
1655,wikimqa,162,gpt-5-nano_wikimqa_task178_1
1656,wikimqa,163,gpt-5-nano_wikimqa_task178_3
1657,wikimqa,164,gpt-5-nano_wikimqa_task179_1
1658,wikimqa,165,gpt-5-nano_wikimqa_task17_1
1659,wikimqa,166,gpt-5-nano_wikimqa_task17_3
1660,wikimqa,167,gpt-5-nano_wikimqa_task180_1
1661,wikimqa,168,gpt-5-nano_wikimqa_task180_2
1662,wikimqa,169,gpt-5-nano_wikimqa_task180_3
1663,wikimqa,170,gpt-5-nano_wikimqa_task182_2
1664,wikimqa,171,gpt-5-nano_wikimqa_task183_3
1665,wikimqa,172,gpt-5-nano_wikimqa_task184_3
1666,wikimqa,173,gpt-5-nano_wikimqa_task185_1
1667,wikimqa,174,gpt-5-nano_wikimqa_task185_3
1668,wikimqa,175,gpt-5-nano_wikimqa_task187_1
1669,wikimqa,176,gpt-5-nano_wikimqa_task187_2
1670,wikimqa,177,gpt-5-nano_wikimqa_task187_3
1671,wikimqa,178,gpt-5-nano_wikimqa_task188_3
1672,wikimqa,179,gpt-5-nano_wikimqa_task190_1
1673,wikimqa,180,gpt-5-nano_wikimqa_task190_2
1674,wikimqa,181,gpt-5-nano_wikimqa_task191_1
1675,wikimqa,182,gpt-5-nano_wikimqa_task192_3
1676,wikimqa,183,gpt-5-nano_wikimqa_task194_1
1677,wikimqa,184,gpt-5-nano_wikimqa_task194_2
1678,wikimqa,185,gpt-5-nano_wikimqa_task195_3
1679,wikimqa,186,gpt-5-nano_wikimqa_task196_2
1680,wikimqa,187,gpt-5-nano_wikimqa_task196_3
1681,wikimqa,188,gpt-5-nano_wikimqa_task198_2
1682,wikimqa,189,gpt-5-nano_wikimqa_task199_1
1683,wikimqa,190,gpt-5-nano_wikimqa_task199_3
1684,wikimqa,191,gpt-5-nano_wikimqa_task19_1
1685,wikimqa,192,gpt-5-nano_wikimqa_task19_3
1686,wikimqa,193,gpt-5-nano_wikimqa_task200_1
1687,wikimqa,194,gpt-5-nano_wikimqa_task201_1
1688,wikimqa,195,gpt-5-nano_wikimqa_task201_3
1689,wikimqa,196,gpt-5-nano_wikimqa_task202_2
1690,wikimqa,197,gpt-5-nano_wikimqa_task204_1
1691,wikimqa,198,gpt-5-nano_wikimqa_task205_2
1692,wikimqa,199,gpt-5-nano_wikimqa_task206_1
1693,wikimqa,200,gpt-5-nano_wikimqa_task206_2
1694,wikimqa,201,gpt-5-nano_wikimqa_task206_3
1695,wikimqa,202,gpt-5-nano_wikimqa_task207_1
1696,wikimqa,203,gpt-5-nano_wikimqa_task207_2
1697,wikimqa,204,gpt-5-nano_wikimqa_task208_1
1698,wikimqa,205,gpt-5-nano_wikimqa_task208_2
1699,wikimqa,206,gpt-5-nano_wikimqa_task208_3
1700,wikimqa,207,gpt-5-nano_wikimqa_task20_2
1701,wikimqa,208,gpt-5-nano_wikimqa_task210_1
1702,wikimqa,209,gpt-5-nano_wikimqa_task210_2
1703,wikimqa,210,gpt-5-nano_wikimqa_task210_3
1704,wikimqa,211,gpt-5-nano_wikimqa_task211_1
1705,wikimqa,212,gpt-5-nano_wikimqa_task211_2
1706,wikimqa,213,gpt-5-nano_wikimqa_task211_3
1707,wikimqa,214,gpt-5-nano_wikimqa_task212_2
1708,wikimqa,215,gpt-5-nano_wikimqa_task212_3
1709,wikimqa,216,gpt-5-nano_wikimqa_task213_2
1710,wikimqa,217,gpt-5-nano_wikimqa_task213_3
1711,wikimqa,218,gpt-5-nano_wikimqa_task214_1
1712,wikimqa,219,gpt-5-nano_wikimqa_task214_2
1713,wikimqa,220,gpt-5-nano_wikimqa_task215_1
1714,wikimqa,221,gpt-5-nano_wikimqa_task216_1
1715,wikimqa,222,gpt-5-nano_wikimqa_task216_3
1716,wikimqa,223,gpt-5-nano_wikimqa_task217_1
1717,wikimqa,224,gpt-5-nano_wikimqa_task217_2
1718,wikimqa,225,gpt-5-nano_wikimqa_task217_3
1719,wikimqa,226,gpt-5-nano_wikimqa_task218_2
1720,wikimqa,227,gpt-5-nano_wikimqa_task219_1
1721,wikimqa,228,gpt-5-nano_wikimqa_task219_2
1722,wikimqa,229,gpt-5-nano_wikimqa_task219_3
1723,wikimqa,230,gpt-5-nano_wikimqa_task220_1
1724,wikimqa,231,gpt-5-nano_wikimqa_task220_2
1725,wikimqa,232,gpt-5-nano_wikimqa_task221_1
1726,wikimqa,233,gpt-5-nano_wikimqa_task221_2
1727,wikimqa,234,gpt-5-nano_wikimqa_task222_1
1728,wikimqa,235,gpt-5-nano_wikimqa_task224_1
1729,wikimqa,236,gpt-5-nano_wikimqa_task226_3
1730,wikimqa,237,gpt-5-nano_wikimqa_task227_2
1731,wikimqa,238,gpt-5-nano_wikimqa_task227_3
1732,wikimqa,239,gpt-5-nano_wikimqa_task228_1
1733,wikimqa,240,gpt-5-nano_wikimqa_task229_2
1734,wikimqa,241,gpt-5-nano_wikimqa_task22_2
1735,wikimqa,242,gpt-5-nano_wikimqa_task22_3
1736,wikimqa,243,gpt-5-nano_wikimqa_task230_1
1737,wikimqa,244,gpt-5-nano_wikimqa_task230_2
1738,wikimqa,245,gpt-5-nano_wikimqa_task230_3
1739,wikimqa,246,gpt-5-nano_wikimqa_task231_1
1740,wikimqa,247,gpt-5-nano_wikimqa_task231_3
1741,wikimqa,248,gpt-5-nano_wikimqa_task232_2
1742,wikimqa,249,gpt-5-nano_wikimqa_task232_3
1743,wikimqa,250,gpt-5-nano_wikimqa_task233_1
1744,wikimqa,251,gpt-5-nano_wikimqa_task233_2
1745,wikimqa,252,gpt-5-nano_wikimqa_task234_1
1746,wikimqa,253,gpt-5-nano_wikimqa_task234_2
1747,wikimqa,254,gpt-5-nano_wikimqa_task234_3
1748,wikimqa,255,gpt-5-nano_wikimqa_task235_1
1749,wikimqa,256,gpt-5-nano_wikimqa_task235_3
1750,wikimqa,257,gpt-5-nano_wikimqa_task236_1
1751,wikimqa,258,gpt-5-nano_wikimqa_task236_2
1752,wikimqa,259,gpt-5-nano_wikimqa_task236_3
1753,wikimqa,260,gpt-5-nano_wikimqa_task237_1
1754,wikimqa,261,gpt-5-nano_wikimqa_task238_1
1755,wikimqa,262,gpt-5-nano_wikimqa_task238_3
1756,wikimqa,263,gpt-5-nano_wikimqa_task239_3
1757,wikimqa,264,gpt-5-nano_wikimqa_task240_1
1758,wikimqa,265,gpt-5-nano_wikimqa_task240_2
1759,wikimqa,266,gpt-5-nano_wikimqa_task241_1
1760,wikimqa,267,gpt-5-nano_wikimqa_task241_2
1761,wikimqa,268,gpt-5-nano_wikimqa_task241_3
1762,wikimqa,269,gpt-5-nano_wikimqa_task242_1
1763,wikimqa,270,gpt-5-nano_wikimqa_task242_3
1764,wikimqa,271,gpt-5-nano_wikimqa_task243_3
1765,wikimqa,272,gpt-5-nano_wikimqa_task245_3
1766,wikimqa,273,gpt-5-nano_wikimqa_task246_2
1767,wikimqa,274,gpt-5-nano_wikimqa_task247_1
1768,wikimqa,275,gpt-5-nano_wikimqa_task247_2
1769,wikimqa,276,gpt-5-nano_wikimqa_task247_3
1770,wikimqa,277,gpt-5-nano_wikimqa_task248_1
1771,wikimqa,278,gpt-5-nano_wikimqa_task249_1
1772,wikimqa,279,gpt-5-nano_wikimqa_task24_1
1773,wikimqa,280,gpt-5-nano_wikimqa_task24_2
1774,wikimqa,281,gpt-5-nano_wikimqa_task250_1
1775,wikimqa,282,gpt-5-nano_wikimqa_task250_2
1776,wikimqa,283,gpt-5-nano_wikimqa_task252_2
1777,wikimqa,284,gpt-5-nano_wikimqa_task253_1
1778,wikimqa,285,gpt-5-nano_wikimqa_task254_2
1779,wikimqa,286,gpt-5-nano_wikimqa_task255_2
1780,wikimqa,287,gpt-5-nano_wikimqa_task255_3
1781,wikimqa,288,gpt-5-nano_wikimqa_task257_1
1782,wikimqa,289,gpt-5-nano_wikimqa_task257_3
1783,wikimqa,290,gpt-5-nano_wikimqa_task258_2
1784,wikimqa,291,gpt-5-nano_wikimqa_task258_3
1785,wikimqa,292,gpt-5-nano_wikimqa_task25_1
1786,wikimqa,293,gpt-5-nano_wikimqa_task25_2
1787,wikimqa,294,gpt-5-nano_wikimqa_task25_3
1788,wikimqa,295,gpt-5-nano_wikimqa_task260_1
1789,wikimqa,296,gpt-5-nano_wikimqa_task260_3
1790,wikimqa,297,gpt-5-nano_wikimqa_task262_1
1791,wikimqa,298,gpt-5-nano_wikimqa_task262_2
1792,wikimqa,299,gpt-5-nano_wikimqa_task262_3
1793,wikimqa,300,gpt-5-nano_wikimqa_task264_3
1794,wikimqa,301,gpt-5-nano_wikimqa_task265_1
1795,wikimqa,302,gpt-5-nano_wikimqa_task265_2
1796,wikimqa,303,gpt-5-nano_wikimqa_task266_2
1797,wikimqa,304,gpt-5-nano_wikimqa_task266_3
1798,wikimqa,305,gpt-5-nano_wikimqa_task267_3
1799,wikimqa,306,gpt-5-nano_wikimqa_task268_1
1800,wikimqa,307,gpt-5-nano_wikimqa_task268_3
1801,wikimqa,308,gpt-5-nano_wikimqa_task269_1
1802,wikimqa,309,gpt-5-nano_wikimqa_task26_2
1803,wikimqa,310,gpt-5-nano_wikimqa_task26_3
1804,wikimqa,311,gpt-5-nano_wikimqa_task271_2
1805,wikimqa,312,gpt-5-nano_wikimqa_task273_1
1806,wikimqa,313,gpt-5-nano_wikimqa_task273_2
1807,wikimqa,314,gpt-5-nano_wikimqa_task273_3
1808,wikimqa,315,gpt-5-nano_wikimqa_task275_3
1809,wikimqa,316,gpt-5-nano_wikimqa_task276_2
1810,wikimqa,317,gpt-5-nano_wikimqa_task276_3
1811,wikimqa,318,gpt-5-nano_wikimqa_task279_1
1812,wikimqa,319,gpt-5-nano_wikimqa_task279_2
1813,wikimqa,320,gpt-5-nano_wikimqa_task279_3
1814,wikimqa,321,gpt-5-nano_wikimqa_task27_1
1815,wikimqa,322,gpt-5-nano_wikimqa_task27_3
1816,wikimqa,323,gpt-5-nano_wikimqa_task281_1
1817,wikimqa,324,gpt-5-nano_wikimqa_task281_3
1818,wikimqa,325,gpt-5-nano_wikimqa_task282_2
1819,wikimqa,326,gpt-5-nano_wikimqa_task282_3
1820,wikimqa,327,gpt-5-nano_wikimqa_task283_3
1821,wikimqa,328,gpt-5-nano_wikimqa_task284_1
1822,wikimqa,329,gpt-5-nano_wikimqa_task284_3
1823,wikimqa,330,gpt-5-nano_wikimqa_task285_1
1824,wikimqa,331,gpt-5-nano_wikimqa_task285_2
1825,wikimqa,332,gpt-5-nano_wikimqa_task285_3
1826,wikimqa,333,gpt-5-nano_wikimqa_task286_1
1827,wikimqa,334,gpt-5-nano_wikimqa_task286_2
1828,wikimqa,335,gpt-5-nano_wikimqa_task286_3
1829,wikimqa,336,gpt-5-nano_wikimqa_task291_2
1830,wikimqa,337,gpt-5-nano_wikimqa_task291_3
1831,wikimqa,338,gpt-5-nano_wikimqa_task292_2
1832,wikimqa,339,gpt-5-nano_wikimqa_task293_1
1833,wikimqa,340,gpt-5-nano_wikimqa_task293_3
1834,wikimqa,341,gpt-5-nano_wikimqa_task294_2
1835,wikimqa,342,gpt-5-nano_wikimqa_task294_3
1836,wikimqa,343,gpt-5-nano_wikimqa_task297_1
1837,wikimqa,344,gpt-5-nano_wikimqa_task298_2
1838,wikimqa,345,gpt-5-nano_wikimqa_task299_3
1839,wikimqa,346,gpt-5-nano_wikimqa_task29_1
1840,wikimqa,347,gpt-5-nano_wikimqa_task29_2
1841,wikimqa,348,gpt-5-nano_wikimqa_task2_1
1842,wikimqa,349,gpt-5-nano_wikimqa_task2_2
1843,wikimqa,350,gpt-5-nano_wikimqa_task2_3
1844,wikimqa,351,gpt-5-nano_wikimqa_task300_3
1845,wikimqa,352,gpt-5-nano_wikimqa_task301_2
1846,wikimqa,353,gpt-5-nano_wikimqa_task301_3
1847,wikimqa,354,gpt-5-nano_wikimqa_task302_1
1848,wikimqa,355,gpt-5-nano_wikimqa_task302_3
1849,wikimqa,356,gpt-5-nano_wikimqa_task303_1
1850,wikimqa,357,gpt-5-nano_wikimqa_task303_3
1851,wikimqa,358,gpt-5-nano_wikimqa_task304_1
1852,wikimqa,359,gpt-5-nano_wikimqa_task304_2
1853,wikimqa,360,gpt-5-nano_wikimqa_task304_3
1854,wikimqa,361,gpt-5-nano_wikimqa_task305_1
1855,wikimqa,362,gpt-5-nano_wikimqa_task305_2
1856,wikimqa,363,gpt-5-nano_wikimqa_task305_3
1857,wikimqa,364,gpt-5-nano_wikimqa_task306_2
1858,wikimqa,365,gpt-5-nano_wikimqa_task306_3
1859,wikimqa,366,gpt-5-nano_wikimqa_task307_3
1860,wikimqa,367,gpt-5-nano_wikimqa_task308_1
1861,wikimqa,368,gpt-5-nano_wikimqa_task308_2
1862,wikimqa,369,gpt-5-nano_wikimqa_task309_1
1863,wikimqa,370,gpt-5-nano_wikimqa_task30_1
1864,wikimqa,371,gpt-5-nano_wikimqa_task30_2
1865,wikimqa,372,gpt-5-nano_wikimqa_task30_3
1866,wikimqa,373,gpt-5-nano_wikimqa_task311_1
1867,wikimqa,374,gpt-5-nano_wikimqa_task312_3
1868,wikimqa,375,gpt-5-nano_wikimqa_task313_1
1869,wikimqa,376,gpt-5-nano_wikimqa_task313_2
1870,wikimqa,377,gpt-5-nano_wikimqa_task313_3
1871,wikimqa,378,gpt-5-nano_wikimqa_task314_3
1872,wikimqa,379,gpt-5-nano_wikimqa_task315_1
1873,wikimqa,380,gpt-5-nano_wikimqa_task315_2
1874,wikimqa,381,gpt-5-nano_wikimqa_task315_3
1875,wikimqa,382,gpt-5-nano_wikimqa_task316_1
1876,wikimqa,383,gpt-5-nano_wikimqa_task316_2
1877,wikimqa,384,gpt-5-nano_wikimqa_task316_3
1878,wikimqa,385,gpt-5-nano_wikimqa_task317_1
1879,wikimqa,386,gpt-5-nano_wikimqa_task317_2
1880,wikimqa,387,gpt-5-nano_wikimqa_task318_2
1881,wikimqa,388,gpt-5-nano_wikimqa_task31_1
1882,wikimqa,389,gpt-5-nano_wikimqa_task31_2
1883,wikimqa,390,gpt-5-nano_wikimqa_task31_3
1884,wikimqa,391,gpt-5-nano_wikimqa_task320_1
1885,wikimqa,392,gpt-5-nano_wikimqa_task320_2
1886,wikimqa,393,gpt-5-nano_wikimqa_task321_1
1887,wikimqa,394,gpt-5-nano_wikimqa_task321_2
1888,wikimqa,395,gpt-5-nano_wikimqa_task322_2
1889,wikimqa,396,gpt-5-nano_wikimqa_task323_1
1890,wikimqa,397,gpt-5-nano_wikimqa_task323_3
1891,wikimqa,398,gpt-5-nano_wikimqa_task324_1
1892,wikimqa,399,gpt-5-nano_wikimqa_task324_3
1893,wikimqa,400,gpt-5-nano_wikimqa_task325_1
1894,wikimqa,401,gpt-5-nano_wikimqa_task325_2
1895,wikimqa,402,gpt-5-nano_wikimqa_task325_3
1896,wikimqa,403,gpt-5-nano_wikimqa_task326_1
1897,wikimqa,404,gpt-5-nano_wikimqa_task326_3
1898,wikimqa,405,gpt-5-nano_wikimqa_task327_1
1899,wikimqa,406,gpt-5-nano_wikimqa_task327_2
1900,wikimqa,407,gpt-5-nano_wikimqa_task328_2
1901,wikimqa,408,gpt-5-nano_wikimqa_task328_3
1902,wikimqa,409,gpt-5-nano_wikimqa_task32_2
1903,wikimqa,410,gpt-5-nano_wikimqa_task32_3
1904,wikimqa,411,gpt-5-nano_wikimqa_task330_1
1905,wikimqa,412,gpt-5-nano_wikimqa_task330_2
1906,wikimqa,413,gpt-5-nano_wikimqa_task330_3
1907,wikimqa,414,gpt-5-nano_wikimqa_task331_2
1908,wikimqa,415,gpt-5-nano_wikimqa_task331_3
1909,wikimqa,416,gpt-5-nano_wikimqa_task332_1
1910,wikimqa,417,gpt-5-nano_wikimqa_task332_2
1911,wikimqa,418,gpt-5-nano_wikimqa_task332_3
1912,wikimqa,419,gpt-5-nano_wikimqa_task333_1
1913,wikimqa,420,gpt-5-nano_wikimqa_task335_1
1914,wikimqa,421,gpt-5-nano_wikimqa_task335_2
1915,wikimqa,422,gpt-5-nano_wikimqa_task336_1
1916,wikimqa,423,gpt-5-nano_wikimqa_task336_2
1917,wikimqa,424,gpt-5-nano_wikimqa_task336_3
1918,wikimqa,425,gpt-5-nano_wikimqa_task337_1
1919,wikimqa,426,gpt-5-nano_wikimqa_task337_2
1920,wikimqa,427,gpt-5-nano_wikimqa_task337_3
1921,wikimqa,428,gpt-5-nano_wikimqa_task338_2
1922,wikimqa,429,gpt-5-nano_wikimqa_task339_1
1923,wikimqa,430,gpt-5-nano_wikimqa_task339_2
1924,wikimqa,431,gpt-5-nano_wikimqa_task33_1
1925,wikimqa,432,gpt-5-nano_wikimqa_task33_2
1926,wikimqa,433,gpt-5-nano_wikimqa_task340_1
1927,wikimqa,434,gpt-5-nano_wikimqa_task340_2
1928,wikimqa,435,gpt-5-nano_wikimqa_task340_3
1929,wikimqa,436,gpt-5-nano_wikimqa_task341_1
1930,wikimqa,437,gpt-5-nano_wikimqa_task341_2
1931,wikimqa,438,gpt-5-nano_wikimqa_task341_3
1932,wikimqa,439,gpt-5-nano_wikimqa_task342_2
1933,wikimqa,440,gpt-5-nano_wikimqa_task342_3
1934,wikimqa,441,gpt-5-nano_wikimqa_task343_1
1935,wikimqa,442,gpt-5-nano_wikimqa_task343_2
1936,wikimqa,443,gpt-5-nano_wikimqa_task343_3
1937,wikimqa,444,gpt-5-nano_wikimqa_task344_1
1938,wikimqa,445,gpt-5-nano_wikimqa_task344_2
1939,wikimqa,446,gpt-5-nano_wikimqa_task346_2
1940,wikimqa,447,gpt-5-nano_wikimqa_task347_1
1941,wikimqa,448,gpt-5-nano_wikimqa_task347_2
1942,wikimqa,449,gpt-5-nano_wikimqa_task347_3
1943,wikimqa,450,gpt-5-nano_wikimqa_task348_2
1944,wikimqa,451,gpt-5-nano_wikimqa_task348_3
1945,wikimqa,452,gpt-5-nano_wikimqa_task349_1
1946,wikimqa,453,gpt-5-nano_wikimqa_task349_2
1947,wikimqa,454,gpt-5-nano_wikimqa_task34_1
1948,wikimqa,455,gpt-5-nano_wikimqa_task34_2
1949,wikimqa,456,gpt-5-nano_wikimqa_task350_1
1950,wikimqa,457,gpt-5-nano_wikimqa_task350_2
1951,wikimqa,458,gpt-5-nano_wikimqa_task350_3
1952,wikimqa,459,gpt-5-nano_wikimqa_task351_2
1953,wikimqa,460,gpt-5-nano_wikimqa_task352_1
1954,wikimqa,461,gpt-5-nano_wikimqa_task356_1
1955,wikimqa,462,gpt-5-nano_wikimqa_task365_1
1956,wikimqa,463,gpt-5-nano_wikimqa_task366_2
1957,wikimqa,464,gpt-5-nano_wikimqa_task366_3
1958,wikimqa,465,gpt-5-nano_wikimqa_task368_1
1959,wikimqa,466,gpt-5-nano_wikimqa_task369_2
1960,wikimqa,467,gpt-5-nano_wikimqa_task36_1
1961,wikimqa,468,gpt-5-nano_wikimqa_task36_3
1962,wikimqa,469,gpt-5-nano_wikimqa_task370_1
1963,wikimqa,470,gpt-5-nano_wikimqa_task370_2
1964,wikimqa,471,gpt-5-nano_wikimqa_task370_3
1965,wikimqa,472,gpt-5-nano_wikimqa_task372_1
1966,wikimqa,473,gpt-5-nano_wikimqa_task372_2
1967,wikimqa,474,gpt-5-nano_wikimqa_task373_2
1968,wikimqa,475,gpt-5-nano_wikimqa_task373_3
1969,wikimqa,476,gpt-5-nano_wikimqa_task377_2
1970,wikimqa,477,gpt-5-nano_wikimqa_task377_3
1971,wikimqa,478,gpt-5-nano_wikimqa_task378_1
1972,wikimqa,479,gpt-5-nano_wikimqa_task378_2
1973,wikimqa,480,gpt-5-nano_wikimqa_task379_1
1974,wikimqa,481,gpt-5-nano_wikimqa_task379_3
1975,wikimqa,482,gpt-5-nano_wikimqa_task380_1
1976,wikimqa,483,gpt-5-nano_wikimqa_task381_2
1977,wikimqa,484,gpt-5-nano_wikimqa_task381_3
1978,wikimqa,485,gpt-5-nano_wikimqa_task382_1
1979,wikimqa,486,gpt-5-nano_wikimqa_task383_1
1980,wikimqa,487,gpt-5-nano_wikimqa_task383_2
1981,wikimqa,488,gpt-5-nano_wikimqa_task385_1
1982,wikimqa,489,gpt-5-nano_wikimqa_task385_3
1983,wikimqa,490,gpt-5-nano_wikimqa_task386_1
1984,wikimqa,491,gpt-5-nano_wikimqa_task386_2
1985,wikimqa,492,gpt-5-nano_wikimqa_task387_1
1986,wikimqa,493,gpt-5-nano_wikimqa_task389_1
1987,wikimqa,494,gpt-5-nano_wikimqa_task389_2
1988,wikimqa,495,gpt-5-nano_wikimqa_task389_3
1989,wikimqa,496,gpt-5-nano_wikimqa_task38_2
1990,wikimqa,497,gpt-5-nano_wikimqa_task390_1
1991,wikimqa,498,gpt-5-nano_wikimqa_task390_2
1992,wikimqa,499,gpt-5-nano_wikimqa_task390_3
1993,wikimqa,500,gpt-5-nano_wikimqa_task391_1
1994,wikimqa,501,gpt-5-nano_wikimqa_task391_3
1995,wikimqa,502,gpt-5-nano_wikimqa_task392_1
1996,wikimqa,503,gpt-5-nano_wikimqa_task392_3
1997,wikimqa,504,gpt-5-nano_wikimqa_task393_2
1998,wikimqa,505,gpt-5-nano_wikimqa_task394_3
1999,wikimqa,506,gpt-5-nano_wikimqa_task395_1
2000,wikimqa,507,gpt-5-nano_wikimqa_task395_2
2001,wikimqa,508,gpt-5-nano_wikimqa_task395_3
