with_gt	judge	method	dataset	subset	seed	seeds	n_preds	n_test	n_missing	n_null_step	step_acc	agent_acc	agent_acc_substring
True	gpt-4o	all_at_once	correct-error	musique	18	17,18,19	312	156	0	0	0.09615384615384616	0.7884615384615384	0.7884615384615384
True	gpt-4o	all_at_once	correct-error	musique	19	17,18,19	312	156	0	0	0.11538461538461539	0.7948717948717948	0.7948717948717948
True	gpt-4o	step_by_step	correct-error	musique	17	17,18,19	312	156	0	7	0.5448717948717948	0.6474358974358975	0.6474358974358975
True	gpt-4o	step_by_step	correct-error	musique	18	17,18,19	312	156	0	6	0.5448717948717948	0.5961538461538461	0.5961538461538461
True	gpt-4o	step_by_step	correct-error	musique	19	17,18,19	312	156	0	11	0.4935897435897436	0.5897435897435898	0.5897435897435898
True	gpt-4o	binary_search	correct-error	musique	17	17,18,19	312	156	0	0	0.057692307692307696	0.08333333333333333	0.08333333333333333
True	gpt-4o	binary_search	correct-error	musique	18	17,18,19	312	156	0	0	0.057692307692307696	0.08974358974358974	0.08974358974358974
True	gpt-4o	binary_search	correct-error	musique	19	17,18,19	312	156	0	0	0.0641025641025641	0.10256410256410256	0.10256410256410256
True	gpt-4o	correct	correct-error	musique	17	17,18,19	312	156	0	5	0.12179487179487179	0.7692307692307693	0.7692307692307693
True	gpt-4o	correct	correct-error	musique	18	17,18,19	312	156	0	3	0.09615384615384616	0.7884615384615384	0.7884615384615384
True	gpt-4o	correct	correct-error	musique	19	17,18,19	312	156	0	5	0.1282051282051282	0.8012820512820513	0.8012820512820513
True	gpt-4o	chief	correct-error	musique	17	17,18,19	312	156	0	1	0.1987179487179487	0.6987179487179487	0.6987179487179487
True	gpt-4o	chief	correct-error	musique	18	17,18,19	312	156	0	0	0.19230769230769232	0.6346153846153846	0.6346153846153846
True	gpt-4o	chief	correct-error	musique	19	17,18,19	312	156	0	0	0.21794871794871795	0.6923076923076923	0.6923076923076923
True	gpt-4o	raffles	correct-error	musique	17	17,18,19	312	156	0	0	0.5769230769230769	0.75	0.75
True	gpt-4o	raffles	correct-error	musique	18	17,18,19	312	156	0	0	0.6153846153846154	0.782051282051282	0.782051282051282
True	gpt-4o	raffles	correct-error	musique	19	17,18,19	312	156	0	0	0.6346153846153846	0.782051282051282	0.782051282051282
True	gpt-5	all_at_once	correct-error	musique	17	17,18,19	312	156	0	3	0.5833333333333334	0.8333333333333334	0.8333333333333334
True	gpt-5	all_at_once	correct-error	musique	18	17,18,19	312	156	0	3	0.6346153846153846	0.8333333333333334	0.8333333333333334
True	gpt-5	all_at_once	correct-error	musique	19	17,18,19	312	156	0	2	0.6217948717948718	0.8461538461538461	0.8461538461538461
True	gpt-5	step_by_step	correct-error	musique	17	17,18,19	312	156	0	3	0.5833333333333334	0.782051282051282	0.782051282051282
True	gpt-5	step_by_step	correct-error	musique	18	17,18,19	312	156	0	2	0.5897435897435898	0.8012820512820513	0.8012820512820513
True	gpt-5	step_by_step	correct-error	musique	19	17,18,19	312	156	0	3	0.5961538461538461	0.7884615384615384	0.7884615384615384
True	gpt-5	binary_search	correct-error	musique	17	17,18,19	312	156	0	0	0.6730769230769231	0.8012820512820513	0.8012820512820513
True	gpt-5	binary_search	correct-error	musique	18	17,18,19	312	156	0	0	0.7115384615384616	0.8525641025641025	0.8525641025641025
True	gpt-5	binary_search	correct-error	musique	19	17,18,19	312	156	0	0	0.6602564102564102	0.7884615384615384	0.7884615384615384
True	gpt-5	correct	correct-error	musique	17	17,18,19	312	156	0	2	0.36538461538461536	0.8269230769230769	0.8269230769230769
True	gpt-5	correct	correct-error	musique	18	17,18,19	312	156	0	1	0.3076923076923077	0.8525641025641025	0.8525641025641025
True	gpt-5	correct	correct-error	musique	19	17,18,19	312	156	0	0	0.3782051282051282	0.8397435897435898	0.8397435897435898
True	gpt-4o	all_at_once	correct-error	wikimqa	17	17,18,19	733	367	0	0	0.09264305177111716	0.7656675749318801	0.7656675749318801
True	gpt-4o	all_at_once	correct-error	wikimqa	18	17,18,19	733	367	0	0	0.08991825613079019	0.773841961852861	0.773841961852861
True	gpt-4o	all_at_once	correct-error	wikimqa	19	17,18,19	733	367	0	0	0.09809264305177112	0.7465940054495913	0.7465940054495913
True	gpt-4o	step_by_step	correct-error	wikimqa	17	17,18,19	733	367	0	14	0.5149863760217984	0.6457765667574932	0.6457765667574932
True	gpt-4o	step_by_step	correct-error	wikimqa	18	17,18,19	733	367	0	20	0.49591280653950953	0.6485013623978202	0.6485013623978202
True	gpt-4o	step_by_step	correct-error	wikimqa	19	17,18,19	733	367	0	20	0.5204359673024523	0.6648501362397821	0.6648501362397821
True	gpt-4o	binary_search	correct-error	wikimqa	17	17,18,19	733	367	0	0	0.10899182561307902	0.21798365122615804	0.21798365122615804
True	gpt-4o	binary_search	correct-error	wikimqa	18	17,18,19	733	367	0	0	0.10899182561307902	0.2016348773841962	0.2016348773841962
True	gpt-4o	binary_search	correct-error	wikimqa	19	17,18,19	733	367	0	0	0.09536784741144415	0.17438692098092642	0.17438692098092642
True	gpt-4o	correct	correct-error	wikimqa	17	17,18,19	733	367	0	5	0.1444141689373297	0.773841961852861	0.773841961852861
True	gpt-4o	correct	correct-error	wikimqa	18	17,18,19	733	367	0	4	0.10899182561307902	0.771117166212534	0.771117166212534
True	gpt-4o	correct	correct-error	wikimqa	19	17,18,19	733	367	0	3	0.16348773841961853	0.7465940054495913	0.7465940054495913
True	gpt-4o	chief	correct-error	wikimqa	17	17,18,19	733	367	0	0	0.21525885558583105	0.6784741144414169	0.6784741144414169
True	gpt-4o	chief	correct-error	wikimqa	18	17,18,19	733	367	0	0	0.22615803814713897	0.6376021798365122	0.6376021798365122
True	gpt-4o	chief	correct-error	wikimqa	19	17,18,19	733	367	0	0	0.21798365122615804	0.6239782016348774	0.6239782016348774
True	gpt-4o	raffles	correct-error	wikimqa	17	17,18,19	733	367	0	0	0.6784741144414169	0.7901907356948229	0.7901907356948229
True	gpt-4o	raffles	correct-error	wikimqa	18	17,18,19	733	367	0	0	0.670299727520436	0.8065395095367848	0.8065395095367848
True	gpt-4o	raffles	correct-error	wikimqa	19	17,18,19	733	367	0	0	0.6430517711171662	0.7465940054495913	0.7465940054495913
True	gpt-5	all_at_once	correct-error	wikimqa	17	17,18,19	733	367	0	2	0.6485013623978202	0.8174386920980926	0.8174386920980926
True	gpt-5	all_at_once	correct-error	wikimqa	18	17,18,19	733	367	0	3	0.6021798365122616	0.8038147138964578	0.8038147138964578
True	gpt-5	all_at_once	correct-error	wikimqa	19	17,18,19	733	367	0	3	0.6103542234332425	0.776566757493188	0.776566757493188
True	gpt-5	step_by_step	correct-error	wikimqa	17	17,18,19	733	367	0	9	0.5994550408719346	0.7465940054495913	0.7465940054495913
True	gpt-5	step_by_step	correct-error	wikimqa	18	17,18,19	733	367	0	15	0.5640326975476839	0.7275204359673024	0.7275204359673024
True	gpt-5	step_by_step	correct-error	wikimqa	19	17,18,19	733	367	0	9	0.5722070844686649	0.7193460490463215	0.7193460490463215
True	gpt-5	binary_search	correct-error	wikimqa	17	17,18,19	733	367	0	0	0.6866485013623979	0.782016348773842	0.782016348773842
True	gpt-5	binary_search	correct-error	wikimqa	18	17,18,19	733	367	0	0	0.6512261580381471	0.7656675749318801	0.7656675749318801
True	gpt-5	binary_search	correct-error	wikimqa	19	17,18,19	733	367	0	0	0.6376021798365122	0.7574931880108992	0.7574931880108992
True	gpt-5	correct	correct-error	wikimqa	17	17,18,19	733	367	0	0	0.36239782016348776	0.8147138964577657	0.8147138964577657
True	gpt-5	correct	correct-error	wikimqa	18	17,18,19	733	367	0	2	0.335149863760218	0.8038147138964578	0.8038147138964578
True	gpt-5	correct	correct-error	wikimqa	19	17,18,19	733	367	0	0	0.35967302452316074	0.784741144414169	0.784741144414169
